x,y,index
179,144,1
179,88,1
179,145,1
179,60,1
183,137,1
183,227,1
183,11,1
183,228,1
183,8,1
183,197,1
183,212,1
183,121,1
183,229,1
183,230,1
183,190,1
183,99,1
183,231,1
187,216,1
187,133,1
187,270,1
187,309,1
187,228,1
189,189,1
189,190,1
189,178,1
189,191,1
189,192,1
194,13,1
194,86,1
194,217,1
196,10,1
196,11,1
196,12,1
196,13,1
198,106,1
211,251,1
211,134,1
211,255,1
211,181,1
211,89,1
211,101,1
211,228,1
221,119,1
221,193,1
221,147,1
221,59,1
221,194,1
221,195,1
221,196,1
221,197,1
221,198,1
221,62,1
221,177,1
221,199,1
221,129,1
221,49,1
221,125,1
221,200,1
221,181,1
221,41,1
221,201,1
221,202,1
226,27,1
228,15,1
228,16,1
228,58,1
229,15,1
229,16,1
236,238,1
236,355,1
236,100,1
236,203,1
236,414,1
236,415,1
236,345,1
236,248,1
236,416,1
236,417,1
236,302,1
236,300,1
236,99,1
236,82,1
237,59,1
237,60,1
237,35,1
237,160,1
237,161,1
237,162,1
237,37,1
237,52,1
237,163,1
237,164,1
237,13,1
237,165,1
237,166,1
237,167,1
237,168,1
239,83,1
239,52,1
239,249,1
239,31,1
239,92,1
239,250,1
242,206,1
242,93,1
242,207,1
242,60,1
242,179,1
242,99,1
242,47,1
242,208,1
242,131,1
242,209,1
242,210,1
242,211,1
244,90,1
244,91,1
244,41,1
244,92,1
247,225,1
247,226,1
247,127,1
247,79,1
247,34,1
247,77,1
248,177,1
248,178,1
248,152,1
248,28,1
249,45,1
249,120,1
252,113,1
252,124,1
252,216,1
252,217,1
252,218,1
252,219,1
252,143,1
252,220,1
252,221,1
252,36,1
252,222,1
252,223,1
252,60,1
252,5,1
252,190,1
254,9,1
260,40,1
260,146,1
260,147,1
260,61,1
260,19,1
260,148,1
260,55,1
260,149,1
260,106,1
260,150,1
260,151,1
260,104,1
260,152,1
260,153,1
261,238,1
261,239,1
261,7,1
261,11,1
261,240,1
261,241,1
261,54,1
261,14,1
261,59,1
261,122,1
261,65,1
261,242,1
261,243,1
261,100,1
261,244,1
261,223,1
261,245,1
261,246,1
261,247,1
261,27,1
261,248,1
263,192,1
263,276,1
263,10,1
263,51,1
263,271,1
263,372,1
263,193,1
263,37,1
263,301,1
263,103,1
263,373,1
263,374,1
263,28,1
263,201,1
263,183,1
265,315,1
265,316,1
265,61,1
265,317,1
265,68,1
265,318,1
265,319,1
265,320,1
265,193,1
265,203,1
265,321,1
265,322,1
265,25,1
265,323,1
265,324,1
265,4,1
267,315,1
267,77,1
267,144,1
267,58,1
267,325,1
267,36,1
267,40,1
267,5,1
267,45,1
267,50,1
268,14,1
272,22,1
272,136,1
272,134,1
272,326,1
272,274,1
272,205,1
272,35,1
272,94,1
272,327,1
272,122,1
272,217,1
272,204,1
272,203,1
272,328,1
272,329,1
272,330,1
272,187,1
272,331,1
272,167,1
272,332,1
272,333,1
272,307,1
272,212,1
272,50,1
274,212,1
274,213,1
274,214,1
274,7,1
274,63,1
274,215,1
274,172,1
274,45,1
274,23,1
274,193,1
274,134,1
278,12,1
278,131,1
278,208,1
278,187,1
278,57,1
278,151,1
278,69,1
278,413,1
278,55,1
278,29,1
278,228,1
278,60,1
278,31,1
278,88,1
280,131,1
280,169,1
280,170,1
280,171,1
280,92,1
280,172,1
280,173,1
280,29,1
280,60,1
284,334,1
284,335,1
284,102,1
284,9,1
284,90,1
284,221,1
284,287,1
284,30,1
284,311,1
284,284,1
284,336,1
284,337,1
284,201,1
284,50,1
289,117,1
289,118,1
294,288,1
294,15,1
294,289,1
294,31,1
294,290,1
294,276,1
294,16,1
294,121,1
294,291,1
294,292,1
294,35,1
294,136,1
294,293,1
294,43,1
294,106,1
294,104,1
294,294,1
294,295,1
294,251,1
294,296,1
294,142,1
294,202,1
294,277,1
294,37,1
297,31,1
297,176,1
297,272,1
297,61,1
297,251,1
297,273,1
297,268,1
297,121,1
297,123,1
297,222,1
297,274,1
297,160,1
297,275,1
297,12,1
297,276,1
297,101,1
297,228,1
297,277,1
299,272,1
299,313,1
299,136,1
299,293,1
299,43,1
299,125,1
299,45,1
299,88,1
299,77,1
299,176,1
299,62,1
299,60,1
299,57,1
299,314,1
302,175,1
302,47,1
302,3,1
302,137,1
303,44,1
303,45,1
303,46,1
303,47,1
304,29,1
304,45,1
304,103,1
304,8,1
304,104,1
304,105,1
304,11,1
306,104,1
306,125,1
306,9,1
306,11,1
306,13,1
306,8,1
306,88,1
308,261,1
308,11,1
308,35,1
308,228,1
310,13,1
310,261,1
310,11,1
310,88,1
310,104,1
310,418,1
310,62,1
310,353,1
317,108,1
317,37,1
317,134,1
317,136,1
317,135,1
317,50,1
317,113,1
317,137,1
317,79,1
317,138,1
317,36,1
317,139,1
