x,y,index
706,29,1
707,22,1
708,17,1
709,25,1
71,15,1
71,16,1
71,45,1
71,25,1
71,57,1
710,3,1
711,17,1
712,16,1
713,6,1
714,17,1
715,29,1
716,53,1
717,43,1
718,42,1
719,16,1
72,38,1
720,57,1
721,8,1
722,6,1
723,15,1
723,38,1
723,29,1
724,16,1
725,57,1
726,17,1
727,16,1
727,27,1
728,3,1
729,42,1
73,17,1
730,17,1
731,17,1
732,16,1
733,16,1
734,16,1
735,16,1
736,16,1
737,22,1
738,14,1
739,16,1
74,36,1
740,17,1
741,15,1
741,25,1
742,17,1
743,16,1
744,29,1
745,43,1
746,25,1
746,57,1
746,6,1
747,15,1
747,17,1
748,6,1
749,28,1
75,16,1
750,6,1
751,17,1
752,42,1
753,43,1
754,16,1
755,47,1
756,48,1
756,29,1
757,29,1
758,6,1
759,0,1
76,15,1
76,5,1
76,1,1
76,41,1
76,38,1
76,25,1
76,57,1
760,16,1
761,23,1
762,43,1
763,48,1
763,29,1
764,22,1
764,16,1
765,29,1
766,6,1
767,16,1
768,3,1
769,43,1
77,43,1
77,25,1
77,19,1
77,57,1
770,6,1
771,6,1
772,6,1
773,17,1
774,9,1
775,48,1
775,29,1
776,15,1
777,6,1
778,16,1
779,22,1
78,22,1
78,6,1
780,42,1
781,17,1
782,38,1
783,42,1
784,16,1
785,8,1
786,27,1
787,22,1
788,42,1
789,22,1
789,23,1
79,38,1
790,38,1
791,52,1
792,48,1
792,29,1
793,22,1
794,38,1
794,25,1
795,43,1
796,25,1
797,3,1
798,48,1
798,29,1
799,48,1
799,29,1
8,22,1
8,43,1
8,29,1
8,27,1
8,23,1
80,16,1
800,6,1
801,6,1
802,16,1
803,22,1
804,3,1
805,16,1
805,38,1
806,16,1
807,17,1
808,47,1
809,8,1
809,29,1
81,22,1
81,17,1
810,23,1
811,9,1
812,16,1
812,25,1
813,22,1
813,43,1
813,48,1
813,29,1
814,43,1
815,14,1
816,17,1
817,3,1
818,25,1
819,57,1
82,48,1
82,29,1
820,57,1
821,29,1
822,17,1
823,29,1
824,16,1
824,6,1
825,38,1
826,48,1
826,29,1
827,57,1
828,43,1
829,48,1
829,29,1
83,6,1
830,48,1
830,29,1
831,48,1
831,29,1
832,15,1
832,6,1
833,6,1
834,3,1
835,16,1
836,22,1
837,29,1
838,29,1
838,23,1
839,25,1
84,48,1
84,29,1
840,38,1
841,17,1
842,25,1
843,6,1
844,6,1
845,6,1
846,3,1
846,27,1
847,38,1
848,22,1
849,16,1
85,16,1
85,57,1
850,16,1
851,16,1
852,15,1
853,42,1
853,17,1
854,48,1
854,29,1
855,16,1
856,48,1
856,29,1
857,34,1
857,6,1
858,16,1
859,16,1
86,17,1
860,22,1
861,42,1
862,48,1
863,27,1
864,25,1
865,38,1
865,25,1
865,23,1
865,19,1
865,57,1
866,6,1
867,29,1
868,47,1
869,16,1
87,25,1
870,6,1
871,17,1
872,45,1
872,6,1
873,17,1
874,16,1
875,16,1
876,53,1
876,23,1
877,16,1
878,17,1
879,17,1
88,48,1
88,29,1
88,17,1
880,16,1
880,48,1
880,29,1
881,17,1
882,38,1
883,6,1
884,16,1
885,6,1
886,6,1
887,57,1
888,17,1
889,16,1
89,25,1
89,6,1
890,16,1
890,48,1
890,29,1
891,15,1
892,47,1
893,5,1
894,5,1
895,53,1
896,17,1
897,22,1
898,48,1
898,29,1
899,43,1
9,14,1
9,22,1
9,16,1
9,53,1
9,43,1
9,23,1
9,17,1
90,22,1
90,48,1
90,29,1
90,6,1
900,3,1
901,43,1
902,38,1
902,25,1
902,17,1
903,6,1
904,8,1
905,25,1
906,8,1
907,17,1
908,8,1
908,29,1
909,48,1
909,29,1
909,57,1
91,29,1
910,48,1
910,29,1
911,16,1
912,6,1
913,25,1
913,53,1
914,25,1
914,6,1
915,25,1
916,1,1
917,9,1
918,16,1
919,38,1
92,43,1
920,6,1
921,59,1
921,36,1
922,17,1
923,25,1
924,25,1
925,29,1
926,6,1
927,25,1
928,53,1
929,53,1
93,38,1
93,17,1
930,29,1
931,17,1
932,25,1
933,3,1
933,25,1
933,57,1
934,14,1
934,48,1
934,29,1
935,6,1
936,15,1
936,25,1
936,19,1
936,17,1
936,57,1
936,6,1
937,47,1
938,47,1
938,8,1
938,23,1
939,22,1
94,14,1
940,38,1
941,25,1
942,6,1
943,16,1
944,38,1
945,5,1
945,38,1
945,25,1
945,57,1
946,17,1
947,57,1
948,17,1
949,17,1
95,22,1
95,16,1
95,17,1
950,16,1
951,17,1
952,53,1
953,15,1
954,16,1
954,5,1
955,25,1
956,17,1
957,22,1
958,16,1
958,36,1
959,3,1
96,23,1
960,5,1
961,42,1
962,16,1
963,17,1
964,25,1
965,16,1
966,16,1
967,8,1
968,6,1
969,38,1
969,25,1
97,5,1
970,17,1
971,16,1
972,48,1
972,29,1
973,3,1
973,23,1
974,16,1
975,25,1
976,15,1
976,25,1
977,5,1
977,38,1
977,25,1
978,48,1
978,29,1
979,57,1
98,17,1
980,16,1
981,53,1
981,1,1
